"Sample","0006_Marios_PD1_Inhib2_HP-AF008975-8","0052_Marios_PD1_Inhib2_HP-AF581651-8","0079_Marios_PD1_Inhib2_HP-E9099271-7","0123_Marios_PD1_Inhib2_HP-E9665082-7","0136_Marios_PD1_Inhib2_HP-E9657534-6","0166_Marios_PD1_Inhib2_HP-L1381809-7","0171_Marios_PD1_Inhib2_HP-AE613362-6","0191_Marios_PD1_Inhib2_HP-AD645855-7","0199_Marios_PD1_Inhib2_HP-L1379654-6","0220_Marios_PD1_Inhib2_HP-EA717427-8","0236_Marios_PD1_Inhib2_HP-E9172349-7","0257_Marios_PD1_Inhib2_HP-AE428479-7","0267_Marios_PD1_Inhib2_HP-S3717262-7","0268_Marios_PD1_Inhib2_HP-S4035312-7","0284_Marios_PD1_Inhib2_HP-S3672129-7","0343_Marios_PD1_Inhib2_HP-EA563624-6","0400_Marios_PD1_Inhib2_HP-EA305478-7","0408_Marios_PD1_Inhib2_HP-AE861579-7","0410_Marios_PD1_Inhib2_HP-AE913731-7","0418_Marios_PD1_Inhib2_HP-AE522916-7","0424_Marios_PD1_Inhib2_HP-S4102914-8","0446_Marios_PD1_Inhib2_HP-AE794300-7","0488_Marios_PD1_Inhib2_HP-L1443430-8","0495_Marios_PD1_Inhib2_HP-AD775401-7","0506_Marios_PD1_Inhib2_HP-EA720987-9","0533_Marios_PD1_Inhib2_HP-S3510221-9","0540b_Marios_PD1_Inhib2_HP-PREFB28","0541_Marios_PD1_Inhib2_HP-E9070705-7","0560a_Marios_PD1_Inhib2_HP-PREFA29","0577_Marios_PD1_Inhib2_HP-AE002908-7","0587_Marios_PD1_Inhib2_HP-L1357306-7","0600bb_Marios_PD1_Inhib2_HP-PREFB31","0619_Marios_PD1_Inhib2_HP-L1479330-11","0620_Marios_PD1_Inhib2_HP-AE645251-7","0631_Marios_PD1_Inhib2_HP-AF048321-8","0640_Marios_PD1_Inhib2_HP-AE506727-9","0730_Marios_PD1_Inhib2_HP-E9101839-7","0735_Marios_PD1_Inhib2_HP-AD267750-5","0740b_Marios_PD1_Inhib2_HP-PREFB39","0843_Marios_PD1_Inhib2_HP-S3606424-7","0860a_Marios_PD1_Inhib2_HP-PREFA45","0880_Marios_PD1_Inhib2_HP-EA083054-6","0882_Marios_PD1_Inhib2_HP-S3862083-7","0900b_Marios_PD1_Inhib2_HP-PREFB47","0910_Marios_PD1_Inhib2_HP-AE606326-6","0919_Marios_PD1_Inhib2_HP-E9106380-6","0937_Marios_PD1_Inhib2_HP-E9540924-7","0947_Marios_PD1_Inhib2_HP-AE052722-7","1108_Marios_PD1_Inhib2_HP-L1381844-5","1177_Marios_PD1_Inhib2_HP-AF575413-8"
"Label","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi"
"75.1004__22.48","67704806.23594","88274177.09721","60804991.55537","62799880.21947","94444564.45539","76999303.40313","89288855.46253","100646667.43423","96542101.79005","78409371.60611","95046001.15147","95348951.84652","89269512.44954","99480075.16754","99626398.78921","108251803.6368","141097985.57528","139294715.36525","141406932.78722","131047385.94423","132302120.7624","141066377.31607","125201795.07569","122041415.98407","119676963.39849","122210231.83493","120012713.31623","121253290.62387","111312034.29805","112320122.02581","118795209.59126","123390494.29357","0","27072.28618","2054540.06576","8923016.294","12073317.29104","12139602.54248","15448280.68138","22121505.56441","24158628.8865","20552056.32613","24925863.16475","25452245.31917","26861612.07387","26217368.99956","28283872.80817","25420783.53286","32950763.79374","29010307.04707"
"75.1004__87.5","45394938.28936","86826312.31209","55527098.12102","38556473.80853","90811275.59754","54478132.76677","71190288.41341","93882377.53952","100812783.73348","66317264.29621","96056308.81205","98408802.19045","81509847.89789","113309977.65674","82155420.01723","126651202.25269","193320165.30325","114803131.74819","171651159.73145","182447657.18047","169708276.07744","182168060.01417","148172586.53833","164267651.61135","160207878.37787","93701213.96089","176042387.61923","169164938.51191","111684620.46203","106693871.56071","143433104.15902","165351953.67538","0","5088.02985","0","9542.46135","0","0","0","3187349.82281","3506141.79039","4866930.63207","3090503.99816","2614237.48479","4050772.88213","3393497.34755","4021179.52294","2882076.62102","3418196.69102","3880417.74325"
"75.8178__103.4","224144.18286","522536.80015","447516.22445","675398.08508","491622.54421","322856.93087","617796.78497","497946.87946","686710.87499","530587.57908","690560.02021","366038.65066","355090.12627","286920.38937","444389.29322","1328565.41804","1282395.5192","1349725.44865","1790091.12567","1289113.72673","1675572.04786","1151125.64263","595031.29743","1511917.5766","1517100.09055","1886220.62248","538685.19131","1823163.59319","126688.63917","896712.06706","381380.08845","132057.92935","0","0","0","119685.73358","236159.49654","0","0","55523.10232","56108.63191","34157.76442","0","0","25483.62156","47812.51221","148706.92108","0","0","0"
"76.0401__488.32","108739958.91321","91802409.68809","21376656.18338","172687.91617","144001107.6428","140808146.757","185679.4873","57741801.96104","29898410.75899","126081359.65585","63661562.58374","58976169.16772","59737098.30237","237023748.95837","187768807.32562","126478848.2639","140150987.77246","131017655.58352","62192049.52085","27198792.58613","96713944.74876","78616709.69296","132581932.32754","36578318.54324","115497.10075","72937821.37715","138487063.825","46306931.05485","151327640.31756","54316635.21452","56663316.35068","149600211.95793","671040.87382","137870.96852","173763.66901","185718.03824","35512.8339","29475.06261","7770.24709","254636.43398","0","105993.74406","104141.29245","277762.36769","196287.47771","267171.99191","65565.24817","118416.50738","461978.97575","0"
"76.2058__445.3","1400510.06097","1316482.94942","1265015.38447","1281096.54412","1470498.74873","1633201.65883","1631902.6169","1280704.04921","1404631.55651","1311176.89393","1204786.42141","1433339.95525","1276013.91445","1375446.64866","1350653.67985","1448131.71751","1404778.5078","1784991.90334","1559716.23441","1466786.07168","1759946.80046","1589745.2885","1545060.30954","1734554.17183","1448681.67782","2046950.99285","1342619.67183","1302191.69214","1724135.26775","1943252.03559","1890285.50979","1686861.29684","0","0","0","0","0","0","0","0","0","0","0","4104.83284","0","0","0","0","0","0"
"76.6172__441.59","119115.17763","110939.09465","62863.64613","55911.7953","48015.71034","94449.49763","130837.52178","4945.10247","84977.52477","126594.61595","68413.3221","37960.95417","6052.44964","23586.37178","85867.21543","294275.86387","45134.20676","86450.0223","142871.7879","174051.51577","80351.23367","136555.44343","103112.14705","84996.21256","134715.37811","0","70016.31989","125655.17045","95880.6956","94738.62086","77457.25314","77643.91657","268995.43558","119791.56604","223631.47855","0","160460.97293","0","0","0","0","208119.15382","279891.85822","0","0","118653.53278","91454.9948","0","192323.24588","588263.49897"
"77.0394__20.15","2072266.66352","1728984.03609","1861543.37795","1767846.63664","1564700.76386","1863742.11239","1655090.27782","1465791.32713","1323376.54882","1931014.22563","1460223.87611","1597448.9716","1540229.8983","1619835.94464","1222257.81066","1036710.57942","954698.54187","1302158.21312","1004396.35634","952711.16425","871562.53763","1027244.6869","843763.688","786930.3527","1118354.07066","1276182.65543","824800.63927","940645.96092","1422823.76373","1529242.45647","1222198.34167","1255197.05484","78744.07234","72833.3","2601499.11194","576341.41133","2009420.88987","122296.60467","149534.8742","1053292.89077","1079698.32825","1108046.66125","1427169.3962","813442.80626","676199.40751","1046531.31766","1239497.57423","889295.08","292333.97085","1091481.2478"
"77.0778__413.2","426225.1967","941536.50966","232237.35347","276231.07394","208029.01666","241319.20555","629490.81949","528248.64393","713400.33093","152009.19959","279598.87794","420359.54155","341094.37643","102042.946","641909.10274","360639.86442","722850.52902","434205.60771","373735.61985","600130.36658","217662.88211","332999.36599","266000.66268","1242709.50627","389623.56933","1350814.45856","367803.93332","432585.33738","141824.31522","610024.18493","466666.33827","584536.87447","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77.0797__488.67","2753368.12188","2153821.87653","257591.04079","21108469.98452","3941136.8181","3943137.14704","17482909.1663","1336601.95789","492574.00186","3185201.04597","1609847.85006","1461903.33071","1550540.52159","6942355.68951","5166693.58443","3427730.37316","3655432.4896","3359431.20519","1446864.78769","431695.3066","2554611.62116","1718056.14523","3692969.36611","825765.45423","7972477.96108","1756785.95721","3819113.29359","1037276.14849","4146963.74212","1400595.92571","1369954.20779","4134733.87167","9697.24165","5865.4218","0","10761.45512","0","0","0","8312.84077","41276.28867","21113.82258","0","31410.27968","4464.5808","5771.78355","21455.22551","53713.12163","10185.55264","0"
"77.9507__441.12","1816913.92575","1902621.01963","1090387.04289","816682.93982","1253101.57709","1042698.13168","1881192.01242","991431.72321","975078.48486","1162930.68898","1660193.06428","718114.75387","690484.03484","925860.53435","1338725.63346","1991297.84248","1676222.27102","1065755.47433","1384985.24905","1282316.68088","1693518.99157","1544705.36995","1099479.39764","1008976.94592","2201173.6578","724812.80326","968296.31915","1711752.75547","1198938.43499","1010665.39639","627602.38628","1135190.90906","1268433.95097","497186.85137","1061176.16033","217210.60681","602084.59461","434378.31866","493017.3718","483907.33927","503992.90358","788024.95292","880781.97352","507699.64601","248785.81908","681011.31606","454154.27773","147824.89373","447242.70533","1846439.54236"
"78.2115__440.77","7501958.18457","7663622.03125","4544693.26086","3993770.86674","56749.31302","6423344.898","7064650.47332","3788959.8006","5227981.97818","6554440.7041","6822797.0591","3469893.26372","4325774.50426","5181696.95778","6317403.50946","6946915.07162","6633517.73065","4563651.85041","4402112.97214","5755175.03792","7208783.68556","6591163.56168","5838098.85385","5748581.77204","6244135.20905","5702075.2801","4438755.08322","6383342.19055","5720559.47932","6167839.30779","4006057.20882","5655797.81826","3587393.20627","1735023.80509","2801690.22868","1397475.4418","1697349.41572","1688461.70982","1946979.68248","1965317.64379","1898541.78874","2284215.84914","2482151.84132","1876681.6359","1222560.2998","2847597.12606","1548316.85255","830935.5417","2724881.31174","4839696.95286"
"78.3976__437.76","175945.25655","172381.54209","557200.95157","96192.50496","53412.44951","117536.48299","156289.87421","351923.4729","76718.89333","174092.80748","155786.35832","348050.18076","526664.89841","183049.64093","146203.66297","138673.05196","106146.40267","103896.303","77051.90458","74173.72837","196866.98516","131111.60394","771654.34879","51511.49525","112282.18362","178597.04982","73330.23868","82562.12014","106676.00561","109507.38539","37610.70773","116035.11029","314442.61755","64096.32107","258946.12675","19217.76657","16772.59687","0","0","31387.42195","0","61593.3052","107437.04969","45262.83353","6305.19419","49065.86325","27477.12916","27370.42548","186376.46083","499881.33334"
"79.0218__22.59","2724247.7176","20322386.00979","6083947.02303","10280710.52539","3526985.24535","2029386.80119","1730126.21605","888741.95284","794892.52872","682603.17462","692340.18551","934036.93853","3707118.84769","2760593.27044","2341902.97138","0","532279.67801","507897.48497","464415.38954","652896.11162","339540.17974","179683.85424","1167336.57496","929967.45873","824398.66921","698038.9322","1396267.62662","1306123.51935","172479.95248","158654.43616","381939.91126","725079.46311","3346351.92841","6521570.38116","9454345.72438","7599341.78452","3351413.70876","3090973.44457","5661700.40516","2510247.7293","1257689.66087","1172279.04945","1013220.37341","2192057.21116","2466529.72704","1629889.4366","1014273.02401","739310.52492","1252821.90632","1590740.2004"
"79.2293__280.38","1747982.96856","926304.71167","1387324.40721","1995562.2904","2080988.76928","2716271.85782","2164393.36322","1825896.03086","2827646.79377","1899909.90783","813173.93001","1587506.71087","585033.75953","1674783.56621","1803219.35163","669293.61794","1735029.92074","1708653.48785","1208070.08888","2092944.88928","2122788.38525","2300826.65363","2591159.96429","2333306.07027","2020462.74913","1134802.17459","1471178.65584","1058156.20768","1781099.64017","2234070.02342","2443816.13541","1082452.6257","816620.6434","2605644.81684","3844.14726","1550009.19172","0","0","39370090.58151","3412921.30476","40829126.88129","952935.94396","961990.4534","37380301.15628","802141.29716","838568.60543","1103305.24848","1304409.11507","822343.16376","2250371.75348"
"79.2293__129.94","380080.36641","551619.33994","607344.20388","551248.01433","724733.89865","796236.24862","743356.92689","631276.04279","797117.54922","627498.65954","571540.64326","453396.05973","522908.52284","496373.59602","563718.51335","450794.9934","494885.7297","437485.15388","397228.0132","463482.21767","565588.56161","519600.64883","574316.27221","490670.37326","575034.8476","518383.94416","377932.02334","464258.64337","481506.42494","497846.56254","468248.09349","482872.93303","726467.52722","51513.58788","10318.06067","20785.558","10747.92271","2456.14001","0","177885.32138","25698.49828","166733.24972","90597.85374","110260.80149","101583.87037","150970.55284","126424.41083","91144.57243","529874.33544","62192.22986"
"79.4512__130.1","271499.80685","329051.07868","436687.48531","394204.21989","551462.17234","548981.14897","502141.49458","370752.09598","530173.89667","454347.94283","433228.87717","307118.23647","328206.60746","342917.45821","391208.26509","315559.82368","351658.17114","282758.26177","265934.24469","284866.47631","363110.57142","334165.50612","398718.14847","354001.57582","398190.46745","336913.67974","212930.30291","317008.62853","343845.17002","307782.06042","288975.99325","328703.84871","20668.39617","10699.41712","20374.10969","5125.59764","0","1998.62554","0","102372.63091","27359.17738","96943.73666","75487.80308","65417.99532","64770.29705","94602.80194","78748.97769","61646.59388","78808.25166","49931.00227"
"79.6133__347.72","593560.457","675466.66356","942532.2667","366822.76542","487280.63095","278520.06517","447611.7301","230500.41204","563671.37701","389021.10982","560620.7435","276383.96612","322855.91972","150095.01844","167554.54315","627393.19718","826797.54767","412027.68662","499234.24826","410654.83364","754279.2654","475075.62153","487447.04202","744402.13903","612758.69874","1089532.89616","549815.7857","791075.6621","622436.91405","152094.09722","256047.56412","665893.56292","2637.6923","0","0","0","0","0","0","0","14308.97743","32211.63011","38477.17254","9823.91009","7146.64828","42957.91454","51454.88986","13755.52172","38077.5034","926517.49846"
"79.6556__459.11","56983.69724","80050.54374","35603.33574","91083.636","82145.34755","73665.6904","93933.80864","0","151965.61131","51321.19371","76182.23668","66042.21776","0","0","0","0","0","78054.00846","0","0","0","0","59985.29278","64765.52786","0","0","0","44518.21626","57443.95477","74941.04898","0","60759.58659","198581.84906","156689.75398","223650.23757","176764.8419","232653.86504","190089.58308","228317.85027","261648.94763","249592.69586","222237.67734","392034.85714","206706.19548","301001.36224","220784.43088","224908.48932","229886.98256","250008.29146","171363.34623"
"79.6771__466.46","438061.51239","573303.80604","228606.6692","465424.05391","565057.88774","657479.68975","634925.46121","562109.26335","514538.30113","517952.96237","587288.9637","622730.80344","631099.53746","669636.04894","552714.30645","440396.82463","325832.10882","389742.25407","543885.34134","549267.45472","404404.37376","564556.1206","545607.46101","594917.2218","785631.71768","491208.33174","597015.57894","637224.685","677272.80608","672881.00605","649085.8149","706303.31977","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"79.7248__347.68","110596.07261","208010.21073","284596.66609","93415.39984","121085.5735","73746.98966","64037.16587","56088.71632","142436.99302","91830.21311","156380.44219","66032.26892","85447.59284","29910.9268","34553.31462","224529.0456","306901.13904","61731.47416","135559.75439","97738.29824","288442.88285","115828.56577","89545.36464","214723.14107","183811.42479","133848.0527","170197.71599","145387.65945","176019.39347","25405.49301","53493.87154","191740.95431","0","0","0","0","0","0","0","0","0","0","0","0","2235.34391","6462.94814","5594.09846","0","3393.21214","0"
"79.7318__439.27","464563.53713","392210.86729","196732.78222","227327.91399","277262.20152","642055.76114","402511.92451","165729.35128","309842.56261","334608.74737","247085.39768","212911.81821","126992.41529","186570.46916","209325.89142","461476.46431","147099.39797","152208.22966","184819.64976","268128.36991","237542.57913","167087.70791","439152.6178","281732.88553","170128.32955","120806.76667","154895.28996","403756.65793","253766.96606","313635.31278","356835.15196","245333.41505","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"79.9903__462.29","342144.46133","304019.06361","250553.98697","338363.92055","307622.47752","318259.19134","369882.19311","181817.20451","637883.41551","245416.62812","268616.9806","278358.93381","228621.30764","172323.99651","272685.30513","183660.26366","252037.9472","283724.78998","223654.60738","186760.40735","220510.48929","259536.8338","232477.99136","278297.63786","186272.77857","188156.57686","179192.31125","169712.54077","205017.45817","244884.26787","242829.38248","136482.59167","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80.0501__128.22","29910420.85868","48469593.31593","27352026.27313","34061232.35745","40594335.83144","37932511.61002","21762713.85191","35146851.12796","37444213.96242","19871201.81029","23518925.39615","36877793.16775","22779331.59252","15446163.85893","21820799.72047","12819904.97245","18491163.88076","11889225.57145","12952590.05013","13550507.30512","12626025.44397","12252593.61934","11201790.4687","7119113.67741","7933203.05659","8348071.98824","8323989.98372","10356097.627","12084985.60158","17658784.52117","16468786.6973","18099502.19506","73362.67976","177705.05492","124439.84153","0","0","0","0","1271375.07228","1190711.24047","1306592.9784","1376456.32574","1243623.11903","1211884.121","1235707.48953","1308612.31443","1273296.70902","1543242.09529","676910.40546"
"80.1315__454.15","4212540.89417","4338187.27303","4521063.86188","4075730.63709","4260734.17423","4559685.57079","3968492.20755","4029795.34518","4250579.80189","4240262.5553","4060166.0963","4140573.44217","4312224.58984","4327991.86268","4231800.72826","4277893.85447","4285202.66593","4068941.40543","4451114.77858","4457635.8888","4845702.05693","4239379.29152","4218877.57481","4157282.07299","4248105.66812","3843755.52434","3934693.93317","4327674.02559","4427432.1224","4890304.84776","4910922.75021","4464783.46184","317836.11396","451462.28304","388676.65052","491079.73566","507056.37476","358519.1543","428978.47599","327773.3001","321120.45425","276030.81207","352133.21888","320175.68098","315232.50152","361510.54745","288283.86898","320453.55756","266659.39334","333488.67359"
"80.393__443.07","723349.75895","813686.11695","611131.56266","404195.13589","578152.53311","388700.39846","792331.62326","502410.93591","477489.01213","428543.55478","782713.28228","362240.18526","361279.79322","442097.5248","510313.32598","648445.56693","488821.79763","267372.71924","410934.58254","352363.18727","559679.36468","365938.22469","292804.28883","340911.9563","846479.54395","496030.94548","379056.35616","719441.70531","459651.34106","395439.8598","238226.275","573054.84283","6929.69419","0","7582.48255","0","0","0","0","11842.08379","5916.58623","31766.67903","18492.59096","5012.46397","0","10960.37891","3429.99283","0","6352.81716","59156.43705"
"80.5027__341.04","449484.55758","724505.69072","70159.03631","49142.92713","774720.26195","716447.33561","1002628.13393","1445663.13031","795731.18164","762902.95928","302312.89096","987267.41324","429268.82611","417237.68397","785750.02703","76027.62233","260404.73396","584133.14031","1001570.0162","834479.48443","1015448.40112","1030625.68434","280573.32624","178711.29848","823759.25583","504148.56942","690166.24812","341230.72805","826165.23145","1437734.40102","322278.35435","848007.37741","0","0","0","0","0","0","0","10867.75107","15971.38173","19509.87157","71812.43514","28406.62343","10459.94795","6443.96443","11721.75214","136875.31147","198036.77745","440638.21131"
"80.6145__340.98","119265.06114","217070.17277","0","127554.75132","240106.06301","232465.20875","328470.05884","532104.63303","261027.14755","240627.22286","86756.06403","320051.89589","105208.09054","101740.80175","264800.67646","379535.29819","56511.49448","161864.0247","346190.39004","288226.37696","337765.00926","335857.90175","70329.26658","0","247562.86714","99436.84667","213916.04529","86450.4065","266036.41044","510435.07872","81748.28736","273381.82321","120045.7687","120198.40784","72804.79787","0","161698.99121","163416.00464","111899.91242","56284.66729","105430.30769","132986.4832","103614.69771","109689.66577","74983.55982","77974.92025","64642.92848","172774.30816","60704.05385","63317.73693"
"80.617__442.88","8317127.37853","8800601.57439","6484278.04524","6027893.87049","7318462.29008","8339499.54714","8995033.30004","5057732.65939","6970701.62864","7955906.65091","8184423.86745","4934016.50763","6323972.26701","7045809.29649","6788572.31496","6577597.23423","6581221.31353","5242788.85899","4688113.99478","5558677.12172","7712718.94755","6186070.05236","6214851.04875","6681203.06354","6310723.38102","9207714.49829","5258809.04236","7150826.99648","7034304.26335","8397155.13556","5939908.84996","7258594.07598","0","16319.70157","0","1755.11723","0","0","0","38034.01636","758001.46857","925665.42844","914452.39218","805785.71657","49820.29771","1128171.28801","617463.86848","434490.28595","1002680.30272","1967038.14234"
"80.7285__442.51","2930667.72431","3114177.63553","2212112.60793","1945157.20989","127054.1289","2893437.95679","169650.97048","1630925.73502","148544.79482","136496.34038","2855932.15202","1712111.09349","2134829.63484","2250299.59306","2238137.65141","2191368.13405","2202057.66218","1687218.4227","1314999.78958","1790209.69013","143442.09457","2075984.78297","126268.68483","2232722.07607","2080234.01798","3183831.07137","1710985.20159","2442793.75342","141805.51429","2870418.25858","1971205.51413","2371803.84199","48038.76792","109495.90695","47115.32719","29767.94466","0","0","0","202139.12797","85506.59751","210579.74008","230166.8055","202443.05838","118513.91957","293193.28885","146164.18089","91892.70346","280620.7543","388401.59535"
"80.8408__436.27","184877.94177","93844.10537","0","46095.25867","0","0","110387.74698","52708.6137","5094.7165","0","81895.96597","73645.12628","54083.03425","49577.06781","78571.23734","113846.80135","0","81610.91562","72752.87656","52643.92031","30650.1484","80876.20638","100683.27822","0","127913.20362","63647.84377","14378.58698","83758.38199","78013.38915","0","0","82357.50846","2302215.87905","1581831.17659","1856293.56743","1206774.54997","1473085.7705","1459620.91624","1744267.26165","1738295.09949","1523334.16627","1643135.28025","1661671.57531","1510707.79061","1024118.91702","2040398.30466","1101812.90797","893411.49638","2057278.83348","2707471.44345"
"80.9485__332.47","125860.15244","1267425.79133","256681.53102","361884.81665","890131.44539","1622588.1293","709791.06318","566412.92603","871364.19318","1242582.91537","891500.18038","812504.85267","869870.64072","1602129.70487","1346797.46381","1308256.81457","1118313.78737","882278.86959","1479081.42929","1615043.31649","981796.4548","1499911.07271","1967872.64589","1238704.87113","1249722.50542","1983311.76221","845906.35902","1244673.35983","1721340.069","1734446.61681","1250969.21856","1666274.24425","96381.90906","209657.70925","107241.961","4425.64332","0","168187.09371","156751.0495","127756.95998","129677.76485","60454.82794","32601.01102","154267.73945","182745.17314","91990.10534","950889.30431","451334.51265","463682.04261","145666.45332"
"81.0652__438.05","4044845.41538","2689461.08744","1754188.84823","1480768.47379","2479476.17251","2815854.31039","2416417.36789","2198326.73882","1828139.47542","1781332.44859","2912802.38268","1691868.72847","1350401.79115","1714458.87712","1816384.9684","3043983.98187","2499363.55891","1087359.10524","1406047.26337","1764256.80908","2076640.90032","1267899.13711","2968314.13944","1952229.69628","1961598.55745","1397506.01611","1610034.29952","3311250.67369","1990826.63431","2141133.22915","1405889.24215","1935996.29142","0","0","0","519360.31148","0","491826.69245","0","0","0","0","58291.49575","0","0","0","286819.99506","572872.92688","81534.16171","25482.41224"
"81.2328__437.93","7187509.36096","4646821.57249","602664.32497","2772869.46217","4336251.14441","1063065.17848","853336.72685","3803627.29925","3335309.19204","621229.17872","1078934.67513","3250796.72529","436342.98138","3443868.29348","619721.53414","5274056.21088","920114.22235","363681.0394","464770.12336","604817.95862","728036.83931","381908.32226","1135114.16507","711815.39242","684463.98182","2539921.29112","544611.52486","5303049.89496","640848.22785","776282.86759","476218.54644","685944.10106","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"81.3944__409.47","3092033.79387","2296531.07816","4037329.25565","2255341.04858","4909957.97365","1705319.15527","830245.60154","5559380.31063","1862186.34405","4237714.89935","4560409.8449","1371629.46395","1398169.43172","1725727.45821","2546405.48865","2772554.10733","3768406.13496","638892.59669","1000616.02723","969169.60296","10070159.19904","704908.83181","761860.93742","1796014.8406","459123.26059","2090286.8467","2882488.04948","1561650.75215","3255201.23762","1121329.93131","3601275.47888","3227485.8211","0","0","0","0","0","0","0","141682.31746","83357.82186","106674.21962","141696.61329","52378.5673","19495.64863","468910.01208","34830.98807","27764.61053","25511.0338","71612.23544"
"81.4007__437.88","2887536.60418","1826704.86912","109050.86637","1053840.58195","198859.01024","2595905.60619","1583566.10306","1468416.07118","1263941.57047","1477947.42171","2273383.87947","96271.24653","1037469.61269","1334598.33587","1325775.18241","132866.80903","2003246.90255","45038.95336","853534.34609","83947.83151","79282.26656","788645.0507","249810.51561","1842618.14189","65709.46358","966733.13735","75751.24826","2060653.319","120465.53732","1485985.09286","1080584.00833","121926.52129","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"81.6183__409.85","815157.4305","575894.51297","5468968.02088","548053.72389","1700226.22284","3308596.03596","3025623.19191","1767957.65969","406693.72198","1385111.11249","1452145.60471","201972.19898","225659.00274","408755.06415","2750668.87526","718128.71339","4538660.05854","2416325.47555","2253190.02786","2781385.42961","3409957.79708","2181788.02795","3021433.98198","308163.91759","1436209.54832","4670295.33744","769572.03145","412589.38078","3027399.4652","2652919.08335","2961590.50634","3136384.73718","0","0","0","0","0","0","0","125193.21555","103760.57376","149013.36863","110541.42954","24151.92268","4861.75654","168125.7578","83809.78753","54034.64336","4251.65567","167805.98055"
"81.7298__410.12","1211359.22974","1109305.49341","1788608.03939","852187.08553","702679.42013","887107.14174","874260.7028","499172.30827","894797.5853","1389618.78854","1621112.48219","478920.21286","1111144.18934","1375474.88247","851033.3134","767108.85158","1448002.49451","687847.01182","648339.51214","851703.62524","1452464.30803","538361.40201","908723.16765","1584321.65077","286104.5048","1502128.53303","734325.75508","668280.12772","856007.14795","674184.70445","891183.18059","989891.2","0","0","0","0","0","0","0","4777.55893","5491.06327","8510.04149","6680.50747","7413.99467","3100.37449","13081.8157","7093.83443","2386.97858","7158.61454","7523.03883"
"81.8725__445.35","451835.02327","542547.68246","412741.74091","481931.83496","600778.67941","692146.37965","547393.88696","563523.22751","471439.6357","496499.8577","458048.2888","434111.04155","517377.45909","590396.01114","553940.75356","431183.70412","480285.01533","728782.05359","634146.52359","517243.85646","790407.27242","755317.01533","600996.27464","692485.51312","558720.25183","921815.1483","468213.395","565137.75546","595064.89168","760285.57614","739101.71264","603748.65073","0","0","0","0","0","0","0","0","0","0","0","2318.33616","0","0","0","0","0","0"
"81.9269__115.95","257837.58595","297091.47038","672429.77215","618972.23174","334238.58477","0","322847.78216","293962.48375","255306.22262","303203.92152","361891.99956","0","104038.22545","0","0","235388.87404","222506.45792","225170.96469","277900.53701","0","0","310461.30398","0","195369.17943","108833.64019","0","0","0","226593.76319","422654.83803","322810.93382","242980.71344","449353.6529","338223.48498","147630.49651","156231.76477","224786.36471","341364.10091","148465.58029","196091.34183","305636.62764","233280.95113","0","154879.70577","106463.77222","159064.44309","150348.08516","267304.18428","196763.4352","325730.16279"
"82.3913__344.04","221101.40965","127995.51625","217000.74891","127857.16085","111487.37591","62658.40442","292223.81778","146575.76986","505964.39029","86133.72754","636169.28745","58339.2889","164695.71344","82507.25494","147286.5854","102099.36038","261123.82624","85642.82619","454375.76989","78675.63109","644760.47577","107261.77965","447519.63647","174417.76888","250804.2967","165831.58458","130489.73685","194690.50704","152398.59744","110384.91965","247959.00432","154477.50771","0","0","0","0","0","0","0","0","179975.01596","436595.06549","260063.53929","185435.98262","177998.85669","202388.65622","348686.74673","146222.63698","266259.05349","456084.4329"
